Postcode	Description	Grid Reference	X (easting)	Y (northing)	Latitude	Longitude
NE10 0RR	NE10 0RR	NZ 29530 62334	429530	562334	54.954781	-1.5404282
NE8 1AD	NE8 1AD	NZ 25469 63265	425469	563265	54.96337	-1.6037555
NE21 4RD	NE21 4RD	NZ 17803 62319	417803	562319	54.9552	-1.7235398
NE16 5LP	NE16 5LP	NZ 20924 58747	420924	558747	54.922981	-1.6750654
NE9 5UR	NE9 5UR	NZ 26162 61167	426162	561167	54.944481	-1.5931228
NE40 3LT	NE40 3LT	NZ 15241 64223	415241	564223	54.972393	-1.7634442
NE9 6SX	NE9 6SX	NZ 26939 60550	426939	560550	54.938896	-1.5810513
NE1 8DQ	NE1 8DQ	NZ 25087 64682	425087	564682	54.976122	-1.609598
NE4 8AY	NE4 8AY	NZ 22743 64442	422743	564442	54.974077	-1.6462364
NE12 8LS	NE12 8LS	NZ 26699 68689	426699	568689	55.012045	-1.5840425
NE3 1NB	NE3 1NB	NZ 24487 67484	424487	567484	55.00133	-1.6187332
NE2 1JQ	NE2 1JQ	NZ 25485 66008	425485	566008	54.988017	-1.6032628
NE3 2PE	NE3 2PE	NZ 22776 68876	422776	568876	55.01392	-1.64537
NE6 1SG	NE6 1SG	NZ 26760 64849	426760	564849	54.977536	-1.583446
NE6 5SL	NE6 5SL	NZ 27182 66174	427182	566174	54.98942	-1.5767279
NE6 3BS	NE6 3BS	NZ 29220 64332	429220	564332	54.972753	-1.5450658
NE4 9QB	NE4 9QB	NZ 22100 64673	422100	564673	54.976182	-1.6562636
NE5 2QW	NE5 2QW	NZ 19384 66548	419384	566548	54.993143	-1.6985688
NE2 2AH	NE2 2AH	NZ 25352 66174	425352	566174	54.989516	-1.6053266
NE7 7XX	NE7 7XX	NZ 27131 68345	427131	568345	55.008931	-1.57732
NE4 7JT	NE4 7JT	NZ 23725 63787	423725	563787	54.968146	-1.6309497
NE3 1NU	NE3 1NU	NZ 24466 67583	424466	567583	55.002221	-1.619053
NE2 3LD	NE2 3LD	NZ 25097 66935	425097	566935	54.996367	-1.6092453
NE4 8QB	NE4 8QB	NZ 21852 63878	421852	563878	54.969049	-1.6601983
NE5 1LJ	NE5 1LJ	NZ 18319 66968	418319	566968	54.996957	-1.7151874
NE6 4QD	NE6 4QD	NZ 28242 65909	428242	565909	54.98698	-1.5601886
NE6 1SA	NE6 1SA	NZ 26990 64931	426990	564931	54.978261	-1.579845
NE5 2LH	NE5 2LH	NZ 20131 67065	420131	567065	54.997759	-1.6868576
NE15 9PA	NE15 9PA	NZ 15529 66507	415529	566507	54.992909	-1.7588224
NE1 7XR	NE1 7XR	NZ 24738 64559	424738	564559	54.975034	-1.6150609
NE3 1DQ	NE3 1DQ	NZ 24228 68342	424228	568342	55.009053	-1.6227096
NE6 1SG	NE6 1SG	NZ 26760 64849	426760	564849	54.977536	-1.583446
NE15 6TQ	NE15 6TQ	NZ 20848 64345	420848	564345	54.973288	-1.6758469
NE4 9XD	NE4 9XD	NZ 21835 65597	421835	565597	54.984497	-1.6603336
NE3 5NF	NE3 5NF	NZ 23946 70344	423946	570344	55.027056	-1.626952
NE3 5JP	NE3 5JP	NZ 24317 69130	424317	569130	55.01613	-1.6212514
NE3 1TX	NE3 1TX	NZ 24469 68137	424469	568137	55.007199	-1.618959
NE4 6SH	NE4 6SH	NZ 23115 63907	423115	563907	54.969253	-1.640468
NE15 8LX	NE15 8LX	NZ 16506 65705	416506	565705	54.985671	-1.7435985
NE6 2NN	NE6 2NN	NZ 28491 63658	428491	563658	54.966738	-1.5565204
NE7 7TD	NE7 7TD	NZ 27050 68055	427050	568055	55.006329	-1.5786137
NE5 2UY	NE5 2UY	NZ 20169 65527	420169	565527	54.983937	-1.6863713
NE29 0HQ	NE29 0HQ	NZ 35233 68627	435233	568627	55.010959	-1.4506103
NE28 6RZ	NE28 6RZ	NZ 29612 66205	429612	566205	54.98956	-1.5387496
NE29 0SF	NE29 0SF	NZ 34850 68653	434850	568653	55.01122	-1.4565957
NE26 2ND	NE26 2ND	NZ 35894 72033	435894	572033	55.041517	-1.4398486
NE26 1NA	NE26 1NA	NZ 35172 72556	435172	572556	55.046268	-1.451082
NE12 9BQ	NE12 9BQ	NZ 27749 69621	427749	569621	55.020363	-1.5675341
NE26 3LW	NE26 3LW	NZ 34804 72303	434804	572303	55.044021	-1.4568718
NE29 0HT	NE29 0HT	NZ 35242 68516	435242	568516	55.009961	-1.4504832
NE25 9XJ	NE25 9XJ	NZ 33746 72746	433746	572746	55.048074	-1.4733759
NE13 6LN	NE13 6LN	NZ 24088 72704	424088	572704	55.048256	-1.6245326
NE28 0AD	NE28 0AD	NZ 32102 67006	432102	567006	54.996604	-1.4997474
NE27 0HJ	NE27 0HJ	NZ 31659 71623	431659	571623	55.03812	-1.5061623
NE29 0SF	NE29 0SF	NZ 34850 68653	434850	568653	55.01122	-1.4565957
NE28 6BB	NE28 6BB	NZ 30215 66978	430215	566978	54.99647	-1.5292449
NE13 6JJ	NE13 6JJ	NZ 23816 72468	423816	572468	55.046149	-1.6288092
NE29 0DZ	NE29 0DZ	NZ 35195 68432	435195	568432	55.00921	-1.4512284
NE25 9PH	NE25 9PH	NZ 33788 71483	433788	571483	55.036722	-1.4728676
NE27 0HJ	NE27 0HJ	NZ 31659 71623	431659	571623	55.03812	-1.5061623
NE27 0HJ	NE27 0HJ	NZ 31659 71623	431659	571623	55.03812	-1.5061623
NE28 0PP	NE28 0PP	NZ 32229 67515	432229	567515	55.00117	-1.4977053
NE28 7LP	NE28 7LP	NZ 30053 66564	430053	566564	54.99276	-1.5318203
NE29 6HT	NE29 6HT	NZ 33693 67492	433693	567492	55.000867	-1.4748227
NE26 1DU	NE26 1DU	NZ 35211 72162	435211	572162	55.042725	-1.4505201
NE12 6HS	NE12 6HS	NZ 27941 71494	427941	571494	55.037183	-1.5643489
NE12 6HS	NE12 6HS	NZ 27941 71494	427941	571494	55.037183	-1.5643489
NE31 1NU	NE31 1NU	NZ 30704 64461	430704	564461	54.973823	-1.5218704
NE33 4QY	NE33 4QY	NZ 36070 64693	436070	564693	54.97555	-1.4380172
NE34 6RE	NE34 6RE	NZ 38487 65259	438487	565259	54.980455	-1.4001833
NE32 5SE	NE32 5SE	NZ 32327 64930	432327	564930	54.977935	-1.496464
NE34 9BP	NE34 9BP	NZ 34972 64362	434972	564362	54.972653	-1.4552104
NE34 0BX	NE34 0BX	NZ 35902 64414	435902	564414	54.973055	-1.4406765
NE33 4DX	NE33 4DX	NZ 36775 66008	436775	566008	54.987314	-1.4268355
NE33 5DU	NE33 5DU	NZ 36137 66050	436137	566050	54.987738	-1.4367999
NE35 9AN	NE35 9AN	NZ 34641 61812	434641	561812	54.949762	-1.4606877
NE32 5AG	NE32 5AG	NZ 32650 64944	432650	564944	54.97804	-1.4914162
NE33 4JP	NE33 4JP	NZ 36522 65772	436522	565772	54.985212	-1.430819
NE31 2SP	NE31 2SP	NZ 31621 64416	431621	564416	54.973362	-1.5075504
NE34 8PS	NE34 8PS	NZ 37520 64267	437520	564267	54.971615	-1.415421
NE33 4JP	NE33 4JP	NZ 36522 65772	436522	565772	54.985212	-1.430819
NE33 5DU	NE33 5DU	NZ 36137 66050	436137	566050	54.987738	-1.4367999
NE35 9AN	NE35 9AN	NZ 34641 61812	434641	561812	54.949762	-1.4606877
NE33 2PG	NE33 2PG	postcode not found
NE31 1NU	NE31 1NU	NZ 30704 64461	430704	564461	54.973823	-1.5218704
SR6 7EE	SR6 7EE	NZ 40786 62198	440786	562198	54.952768	-1.3646985
NE32 3JN	NE32 3JN	NZ 32504 65206	432504	565206	54.980404	-1.4936676
NE32 3UX	NE32 3UX	NZ 32559 65248	432559	565248	54.980778	-1.4928035
NE33 4EG	NE33 4EG	NZ 36905 66033	436905	566033	54.987529	-1.4248008
NE31 1NU	NE31 1NU	NZ 30704 64461	430704	564461	54.973823	-1.5218704
NE33 3ET	NE33 3ET	NZ 37171 66133	437171	566133	54.988408	-1.4206312
NE33 4JP	NE33 4JP	NZ 36522 65772	436522	565772	54.985212	-1.430819
NE32 3UX	NE32 3UX	NZ 32559 65248	432559	565248	54.980778	-1.4928035
NE33 2PG	NE33 2PG	postcode not found
SR2 8AD	SR2 8AD	NZ 40319 56321	440319	556321	54.899997	-1.3728114
SR1 2HJ	SR1 2HJ	NZ 40280 56933	440280	556933	54.905499	-1.3733342
NE38 7NQ	NE38 7NQ	NZ 30153 56107	430153	556107	54.898788	-1.5313511
DH5 9EZ	DH5 9EZ	NZ 35493 47968	435493	547968	54.825302	-1.4490855
SR2 8AX	SR2 8AX	NZ 40319 56321	440319	556321	54.899997	-1.3728114
SR4 7XF	SR4 7XF	NZ 37893 56743	437893	556743	54.903978	-1.4105838
SR4 7XF	SR4 7XF	NZ 37893 56743	437893	556743	54.903978	-1.4105838
SR5 5PS	SR5 5PS	NZ 37011 59126	437011	559126	54.925457	-1.4240323
DH4 4LE	DH4 4LE	NZ 33257 52451	433257	552451	54.865739	-1.4833726
NE37 2PU	NE37 2PU	NZ 30559 57728	430559	557728	54.91333	-1.5248491
SR3 2AN	SR3 2AN	NZ 38142 53068	438142	553068	54.870936	-1.4071857
NE38 7NQ	NE38 7NQ	NZ 30153 56107	430153	556107	54.898788	-1.5313511
SR1 2QB	SR1 2QB	NZ 40069 56813	440069	556813	54.904438	-1.3766413
SR6 0AB	SR6 0AB	NZ 39729 57767	439729	557767	54.913037	-1.3818121
SR6 8DZ	SR6 8DZ	NZ 39632 59724	439632	559724	54.93063	-1.3830562
SR6 0QQ	SR6 0QQ	NZ 39984 57859	439984	557859	54.913843	-1.377822
SR4 7AF	SR4 7AF	NZ 38827 57062	438827	557062	54.906773	-1.395976
SR2 8JG	SR2 8JG	NZ 40252 55785	440252	555785	54.895186	-1.3739308
SR5 2LT	SR5 2LT	NZ 38443 58454	438443	558454	54.919311	-1.4017791
SR4 6QE	SR4 6QE	NZ 37753 57420	437753	557420	54.910072	-1.4126785
DH4 5EQ	DH4 5EQ	NZ 33570 50145	433570	550145	54.844997	-1.4787633
NE37 2PU	NE37 2PU	NZ 30559 57728	430559	557728	54.91333	-1.5248491
DH4 4DN	DH4 4DN	NZ 34250 49823	434250	549823	54.842057	-1.4682126
SR3 4HG	SR3 4HG	NZ 37163 55211	437163	555211	54.890266	-1.4221646
NE38 7NQ	NE38 7NQ	NZ 30153 56107	430153	556107	54.898788	-1.5313511
NE37 2PU	NE37 2PU	NZ 30559 57728	430559	557728	54.91333	-1.5248491
SR3 4HG	SR3 4HG	NZ 37163 55211	437163	555211	54.890266	-1.4221646
DH4 4RB	DH4 4RB	NZ 32328 52508	432328	552508	54.866312	-1.4978397
SR3 1RN	SR3 1RN	NZ 37169 54546	437169	554546	54.88429	-1.4221565
DH4 4RW	DH4 4RW	NZ 32484 52568	432484	552568	54.866841	-1.4954025
SR4 7XF	SR4 7XF	NZ 37893 56743	437893	556743	54.903978	-1.4105838
SR3 2AN	SR3 2AN	NZ 38142 53068	438142	553068	54.870936	-1.4071857
SR2 7BA	SR2 7BA	NZ 39575 56460	439575	556460	54.901305	-1.3843933
SR2 0RX	SR2 0RX	NZ 40627 53130	440627	553130	54.871298	-1.3684574
SR5 3EX	SR5 3EX	NZ 35301 57767	435301	557767	54.913369	-1.450879
NE38 8JF	NE38 8JF	NZ 31555 56448	431555	556448	54.901766	-1.5094533
SR6 0AB	SR6 0AB	NZ 39729 57767	439729	557767	54.913037	-1.3818121
SR3 4BY	SR3 4BY	NZ 37128 54626	437128	554626	54.885012	-1.4227853
SR3 2AW	SR3 2AW	NZ 38115 53129	438115	553129	54.871486	-1.4075983
SR5 2LT	SR5 2LT	NZ 38443 58454	438443	558454	54.919311	-1.4017791
SR5 2LT	SR5 2LT	NZ 38443 58454	438443	558454	54.919311	-1.4017791
SR2 0RY	SR2 0RY	NZ 40602 53196	440602	553196	54.871893	-1.3688377
SR2 7PF	SR2 7PF	NZ 38702 56322	438702	556322	54.900133	-1.3980245
SR1 1XW	SR1 1XW	NZ 40180 56931	440180	556931	54.905489	-1.3748939
SR4 0LS	SR4 0LS	NZ 35389 56751	435389	556751	54.904233	-1.4496308
NE38 9EH	NE38 9EH	NZ 29129 54036	429129	554036	54.880238	-1.5475263
NE38 9AB	NE38 9AB	NZ 30164 54133	430164	554133	54.881049	-1.5313854
SR6 0AB	SR6 0AB	NZ 39729 57767	439729	557767	54.913037	-1.3818121
NE37 2PU	NE37 2PU	NZ 30559 57728	430559	557728	54.91333	-1.5248491
SR4 9AS	SR4 9AS	NZ 36055 55925	436055	555925	54.896763	-1.4393481
SR4 7TU	SR4 7TU	NZ 38140 56422	438140	556422	54.901075	-1.4067744
NE37 2PU	NE37 2PU	NZ 30559 57728	430559	557728	54.91333	-1.5248491
SR1 1XW	SR1 1XW	NZ 40180 56931	440180	556931	54.905489	-1.3748939
SR2 0NY	SR2 0NY	NZ 40629 52132	440629	552132	54.86233	-1.3685663
SR2 0NY	SR2 0NY	NZ 40629 52132	440629	552132	54.86233	-1.3685663
SP4 8QY	SP4 8QY	SU 12590 44288	412590	144288	51.197673	-1.8211972
NG34 8HB	NG34 8HB	TF 00253 49558	500253	349558	53.033918	-0.50642337
BH20 6JA	BH20 6JA	SY 83093 89142	383093	89142	50.70167	-2.2407697
SP4 9AD	SP4 9AD	SU 18617 43960	418617	143960	51.19456	-1.7349585
DL9 3PZ	DL9 3PZ	SE 16560 97520	416560	497520	54.372922	-1.7465956
GU24 0QQ	GU24 0QQ	SU 93267 56913	493267	156913	51.303707	-0.66347914
GU15 4PQ	GU15 4PQ	SU 86347 61276	486347	161276	51.34402	-0.7616643
SP9 7EA	SP9 7EA	SU 23125 48360	423125	148360	51.23396	-1.6701646
BA12 0DJ	BA12 0DJ	ST 88981 44996	388981	144996	51.204067	-2.1591035
OX10 6AA	OX10 6AA	SU 63248 90857	463248	190857	51.612999	-1.0879664
OX18 3LX	OX18 3LX	SP 28968 07152	428968	207152	51.762307	-1.5816694
LN4 4SY	LN4 4SY	TF 22103 57229	522103	357229	53.098303	-0.17784116
WV7 3EX	WV7 3EX	SJ 79891 05425	379891	305425	52.646185	-2.2986434
SN15 4XX	SN15 4XX	SU 02233 78530	402233	178530	51.505698	-1.9692193
KT18 6JW	KT18 6JW	TQ 19718 55521	519718	155521	51.286254	-0.28467085
YO30 2AJ	YO30 2AJ	SE 49509 61080	449509	461080	54.043323	-1.2454306
HP22 5PG	HP22 5PG	SP 87866 09230	487866	209230	51.774854	-0.72789176
DL7 9NJ	DL7 9NJ	SE 31124 88553	431124	488553	54.291658	-1.5233494
PE33 9NP	PE33 9NP	TF 72367 09629	572367	309629	52.656987	0.54697154
HA4 6NG	HA4 6NG	TQ 10363 85550	510363	185550	51.558046	-0.40941856
SY4 4DZ	SY4 4DZ	SJ 55395 22389	355395	322389	52.797208	-2.6629812
PE8 6HB	PE8 6HB	TF 05250 03110	505250	303110	52.615573	-0.44689018
HA6 3HP	HA6 3HP	TQ 10206 92378	510206	192378	51.619446	-0.40954072
SG16 6DN	SG16 6DN	TL 16598 35838	516598	235838	52.008737	-0.30264227
SG17 5PR	SG17 5PR	TL 12355 39756	512355	239756	52.044822	-0.36314756
SL4 3DN	SL4 3DN	SU 96200 75782	496200	175782	51.472834	-0.61631234
RG18 9TP	RG18 9TP	SU 49937 73003	449937	173003	51.453814	-1.2827123
RG2 9NH	RG2 9NH	SU 76757 66134	476757	166134	51.389067	-0.89827584
BH15 4NQ	BH15 4NQ	SY 98294 91194	398294	91194	50.720369	-2.0255312
HP14 4UE	HP14 4UE	SU 82895 98594	482895	198594	51.680003	-0.80245156
HP9 2RP	HP9 2RP	SU 95902 90403	495902	190403	51.604309	-0.61662294
CB25 9PA	CB25 9PA	TL 49471 66211	549471	266211	52.273737	0.18930843
PE28 2EA	PE28 2EA	TL 28423 73820	528423	273820	52.347421	-0.11608659
SG8 5LX	SG8 5LX	TL 34123 45680	534123	245680	52.093218	-0.043603408
SL4 1HS	SL4 1HS	SU 96494 76312	496494	176312	51.477548	-0.6119361
PR2 8AA	PR2 8AA	SD 54898 31529	354898	431529	53.778127	-2.6858905
PL11 2PD	PL11 2PD	SX 42007 55044	242007	55044	50.374023	-4.223217
TR12 7RH	TR12 7RH	SW 67028 25269	167028	25269	50.081765	-5.2578361
TR8 4HP	TR8 4HP	SW 86717 64082	186717	64082	50.437741	-5.0049092
CA8 7AT	CA8 7AT	NY 61620 70300	361620	570300	55.025742	-2.601887
EX31 4AZ	EX31 4AZ	SS 50143 34819	250143	134819	51.093047	-4.1413426
EX8 5AR	EX8 5AR	SX 98682 85930	298682	85930	50.664197	-3.4349285
PL6 7AJ	PL6 7AJ	SX 52391 62020	252391	62020	50.439417	-4.0800361
TQ6 0HJ	TQ6 0HJ	SX 87486 52042	287486	52042	50.357502	-3.583057
DT11 8RH	DT11 8RH	ST 91293 07651	391293	107651	50.868295	-2.1251011
HU17 7LX	HU17 7LX	TA 02063 43573	502063	443573	53.878323	-0.44896083
CT1 1JU	CT1 1JU	TR 16368 57956	616368	157956	51.27964	1.1010383
CT20 3HF	CT20 3HF	TR 19813 35768	619813	135768	51.079109	1.1367951
GL3 1HW	GL3 1HW	SO 86453 21309	386453	221309	51.890168	-2.198252
GL7 5RD	GL7 5RD	SU 05321 99420	405321	199420	51.693507	-1.9244175
SE18 4AB	SE18 4AB	TQ 43069 78561	543069	178561	51.487906	0.059236273
GU17 9LP	GU17 9LP	SU 82361 58317	482361	158317	51.318009	-0.81956287
GU35 0HR	GU35 0HR	postcode not found
PO12 3BY	PO12 3BY	SU 59241 00688	459241	100688	50.80273	-1.1606912
PO14 1AS	PO14 1AS	SU 57253 04177	457253	104177	50.834302	-1.1883559
PO17 6EJ	PO17 6EJ	SU 63285 08796	463285	108796	50.875206	-1.1019131
RG29 1QT	RG29 1QT	SU 73729 49559	473729	149559	51.240455	-0.94520661
SO20 8DY	SO20 8DY	SU 30027 39098	430027	139098	51.150359	-1.5720818
SO21 2RG	SO21 2RG	SU 47460 35069	447460	135069	51.112956	-1.3233859
SO22 6NQ	SO22 6NQ	SU 46435 32539	446435	132539	51.090291	-1.3383522
SO40 4ZG	SO40 4ZG	SU 39465 10484	439465	110484	50.892497	-1.4402576
GU11 1AY	GU11 1AY	SU 86237 51299	486237	151299	51.254346	-0.76565082
HR4 7DD	HR4 7DD	SO 45928 43399	345928	243399	52.086287	-2.790556
TW4 6HD	TW4 6HD	TQ 11967 75493	511967	175493	51.467339	-0.3894816
SE1 7EH	SE1 7EH	TQ 30620 79339	530620	179339	51.497908	-0.1196707
LE15 8RL	LE15 8RL	SK 93594 05061	493594	305061	52.635238	-0.61843961
LN1 2TR	LN1 2TR	SK 96605 78975	496605	378975	53.298931	-0.55193407
LN5 9NB	LN5 9NB	SK 98319 64951	498319	364951	53.172599	-0.53054721
NG31 7TJ	NG31 7TJ	SK 93551 34893	493551	334893	52.903342	-0.61056622
ME4 4UG	ME4 4UG	TQ 76351 68979	576351	168979	51.392443	0.53337207
NR20 4TX	NR20 4TX	TG 00975 18395	600975	318395	52.725847	0.97470724
CO2 7UT	CO2 7UT	TL 99397 23472	599397	223472	51.874162	0.89520834
CO2 9NU	CO2 9NU	TL 99345 21743	599345	221743	51.858655	0.8934569
PR4 3JQ	PR4 3JQ	SD 38370 36475	338370	436475	53.820878	-2.9376576
DL9 3PS	DL9 3PS	SE 18519 96541	418519	496541	54.364056	-1.7165015
HG3 2SE	HG3 2SE	SE 26454 55511	426454	455511	53.994965	-1.5979765
HG4 2RD	HG4 2RD	SE 29493 72063	429493	472063	54.143558	-1.5500183
YO10 4HD	YO10 4HD	SE 60900 50150	460900	450150	53.943884	-1.0736816
DL7 9NJ	DL7 9NJ	SE 31124 88553	431124	488553	54.291658	-1.5233494
YO7 3EY	YO7 3EY	SE 39410 78791	439410	478791	54.20336	-1.3973396
YO7 3EZ	YO7 3EZ	SE 38678 71146	438678	471146	54.13471	-1.4095393
NE15 0RF	NE15 0RF	NZ 08298 69207	408298	569207	55.017343	-1.8717615
NE66 3JF	NE66 3JF	NU 25360 14422	425360	614422	55.423054	-1.6008912
NG9 5HA	NG9 5HA	SK 50968 35266	450968	335266	52.912411	-1.2435295
NG9 5HA	NG9 5HA	SK 50968 35266	450968	335266	52.912411	-1.2435295
OX13 6BJ	OX13 6BJ	SU 48974 99548	448974	199548	51.692555	-1.2928782
OX25 1PP	OX25 1PP	SP 61604 16627	461604	216627	51.844854	-1.1071543
PL1 2PD	PL1 2PD	SX 48043 53906	248043	53906	50.365387	-4.1379366
PL1 3QS	PL1 3QS	SX 46361 54046	246361	54046	50.366208	-4.1616257
PL2 2BG	PL2 2BG	SX 45045 56762	245045	56762	50.39027	-4.181235
PO1 3LT	PO1 3LT	SU 62816 00369	462816	100369	50.799486	-1.11002
PO2 8ER	PO2 8ER	SU 63851 02450	463851	102450	50.818084	-1.0949741
TW2 7DU	TW2 7DU	TQ 14685 74191	514685	174191	51.455093	-0.35079158
TF9 3QE	TF9 3QE	SJ 63850 31452	363850	331452	52.87931	-2.5385986
BA22 8HT	BA22 8HT	ST 54727 23800	354727	123800	51.011788	-2.646716
TA2 6PF	TA2 6PF	ST 19199 27255	319199	127255	51.038949	-3.1538333
B5 7LX	B5 7LX	SP 06833 85277	406833	285277	52.465393	-1.9008516
BS34 8JH	BS34 8JH	ST 61292 78359	361292	178359	51.502831	-2.5590621
ST18 0AQ	ST18 0AQ	SJ 93930 24260	393930	324260	52.815845	-2.0915043
WS14 9PY	WS14 9PY	SK 15305 07082	415305	307082	52.661245	-1.7751521
IP12 3TW	IP12 3TW	postcode not found
IP31 1EE	IP31 1EE	TL 89252 74428	589252	274428	52.335282	0.77631225
IP7 7RA	IP7 7RA	TM 03261 51319	603261	251319	52.122798	0.9677605
GU12 5RQ	GU12 5RQ	SU 89884 54327	489884	154327	51.281004	-0.71264476
GU16 6RW	GU16 6RW	SU 90851 57033	490851	157033	51.305176	-0.69809618
KT18 6JW	KT18 6JW	TQ 19718 55521	519718	155521	51.286254	-0.28467085
SN6 8LA	SN6 8LA	SU 25116 89469	425116	189469	51.603504	-1.6387483
TF2 8JT	TF2 8JT	SJ 70095 13894	370095	313894	52.721862	-2.4441952
CV11 6QN	CV11 6QN	SP 40890 88545	440890	288545	52.49329	-1.3991764
CV47 2UL	CV47 2UL	SP 37957 51839	437957	251839	52.163523	-1.4465049
CB10 2YA	CB10 2YA	TL 56944 34587	556944	234587	51.987568	0.28416427
ME14 2NA	ME14 2NA	TQ 75768 57377	575768	157377	51.288403	0.51927836
PO10 8DH	PO10 8DH	SU 75598 02922	475598	102922	50.820916	-0.92815172
CH2 4BD	CH2 4BD	SJ 40342 70177	340342	370177	53.225272	-2.8950533
SW1E 6HQ	SW1E 6HQ	TQ 29363 79535	529363	179535	51.499958	-0.13769701
SW7 1SE	SW7 1SE	TQ 27582 79747	527582	179747	51.502268	-0.16326448
SN13 9NR	SN13 9NR	ST 87202 70616	387202	170616	51.434396	-2.1854955
SN14 6BT	SN14 6BT	ST 91222 80892	391222	180892	51.52687	-2.1279247
SN14 8QY	SN14 8QY	ST 80959 72220	380959	172220	51.448642	-2.2753902
SP4 0JE	SP4 0JE	SU 17410 40692	417410	140692	51.165212	-1.7523887
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
PO12 2DL	PO12 2DL	SZ 60684 98266	460684	98266	50.780804	-1.1406156
NP16 7YG	NP16 7YG	ST 54999 91465	354999	191465	51.620197	-2.6514022
LE15 7BL	LE15 7BL	SK 91255 15128	491255	315128	52.72611	-0.65020529
WS14 9PY	WS14 9PY	SK 15305 07082	415305	307082	52.661245	-1.7751521
WS14 9PY	WS14 9PY	SK 15305 07082	415305	307082	52.661245	-1.7751521
PO1 3LT	PO1 3LT	SU 62816 00369	462816	100369	50.799486	-1.11002
PL2 2BG	PL2 2BG	SX 45045 56762	245045	56762	50.39027	-4.181235
B15 2WB	B15 2WB	SP 04029 83542	404029	283542	52.449823	-1.9421446
GU11 2LQ	GU11 2LQ	SU 87219 52599	487219	152599	51.265884	-0.75126625
DL9 3EL	DL9 3EL	SE 17869 97943	417869	497943	54.376679	-1.7264211
CO2 7UT	CO2 7UT	TL 99397 23472	599397	223472	51.874162	0.89520834
WV7 3EX	WV7 3EX	SJ 79891 05425	379891	305425	52.646185	-2.2986434
NG34 8HB	NG34 8HB	TF 00253 49558	500253	349558	53.033918	-0.50642337
HP22 5PF	HP22 5PF	SP 88068 10658	488068	210658	51.787658	-0.72460295
IP31 1EE	IP31 1EE	TL 89252 74428	589252	274428	52.335282	0.77631225
PL2 2BG	PL2 2BG	SX 45045 56762	245045	56762	50.39027	-4.181235
PO1 3HH	PO1 3HH	SU 63853 00515	463853	100515	50.800686	-1.0952817
SP9 7DX	SP9 7DX	SU 22749 48196	422749	148196	51.2325	-1.6755602
SA62 6NN	SA62 6NN	SM 84721 24645	184721	224645	51.878705	-5.129105
CF62 4WA	CF62 4WA	ST 01458 69039	301458	169039	51.41178	-3.4182984
LL65 3NY	LL65 3NY	SH 31054 76024	231054	376024	53.254255	-4.5339549
LD3 7RA	LD3 7RA	SO 06262 27959	306262	227959	51.942207	-3.3650808
G84 8HL	G84 8HL	NS 24655 88041	224655	688041	56.053009	-4.8172456
EH13 0PP	EH13 0PP	NT 22466 69546	322466	669546	55.912738	-3.241954
IV2 7TE	IV2 7TE	NH 76359 56652	276359	856652	57.58293	-4.0695398
KY11 2XX	KY11 2XX	NT 10091 82572	310091	682572	56.027581	-3.4442152
KA9 2RZ	KA9 2RZ	NS 36770 27722	236770	627722	55.51589	-4.5867905
G84 8HL	G84 8HL	NS 24655 88041	224655	688041	56.053009	-4.8172456
IV36 3UH	IV36 3UH	NJ 07127 62140	307127	862140	57.639587	-3.557308
KY16 0JX	KY16 0JX	NO 45616 21105	345616	721105	56.379092	-2.8822123
IV31 6SD	IV31 6SD	NJ 22167 69703	322167	869703	57.710353	-3.3079101
DD11 3SJ	DD11 3SJ	NO 61166 43910	361166	743910	56.585495	-2.6338462
EH13 0PP	EH13 0PP	NT 22466 69546	322466	669546	55.912738	-3.241954
BF1 0AP	BF1 0AP	postcode not found
BF1 0AL	BF1 0AL	postcode not found
BF1 0AN	BF1 0AN	postcode not found
BF1 0DN	BF1 0DN	postcode not found
BF1 0AJ	BF1 0AJ	postcode not found
BF1 0AA	BF1 0AA	postcode not found
BF1 0AF	BF1 0AF	postcode not found
BF1 0AH	BF1 0AH	postcode not found
BF1 0AD	BF1 0AD	postcode not found
BF1 0AF	BF1 0AF	postcode not found
BF1 0AB	BF1 0AB	postcode not found
BF1 2AG	BF1 2AG	postcode not found
BF1 0AS	BF1 0AS	postcode not found
BF1 0AH	BF1 0AH	postcode not found
BF1 2AH	BF1 2AH	postcode not found
BF1 0DL	BF1 0DL	postcode not found
BF1 2AB	BF1 2AB	postcode not found
BF1 2AT	BF1 2AT	postcode not found
BF1 2AU	BF1 2AU	postcode not found
BF1 2AS	BF1 2AS	postcode not found
BF1 2AR	BF1 2AR	postcode not found
BF1 3AF	BF1 3AF	postcode not found
BF1 3AJ	BF1 3AJ	postcode not found
BF1 6DU	BF1 6DU	postcode not found
